login_hour,login_frequency,location_id,device_id,transaction_amount,time_spent,failed_attempts,is_suspicious
21,12,15,3,358.3833444129541,264.8583232878114,5,1
23,3,14,4,2787.9113973960575,548.2997282171319,5,1
6,10,13,3,1246.8991058965141,475.8144732106136,3,0
19,11,11,7,1224.7937138034363,186.73531386544005,8,1
5,1,13,7,4953.71802568555,555.2592601190299,5,1
20,6,9,4,3786.3312368229017,201.1396655648963,8,1
23,2,10,7,4186.32739787234,48.14672032084968,9,1
0,1,4,5,2864.193599866623,596.4632942770276,9,1
16,2,17,1,4356.361294094809,522.6634036775572,1,0
10,12,14,4,3230.997790440101,282.23000606414996,5,1
21,6,18,7,4731.406786933763,401.4940318944803,3,0
17,14,11,2,1413.8795443677275,404.38070632471874,1,1
20,4,16,2,2980.644533456646,120.7169272846239,4,1
16,6,1,1,3453.7554262050917,124.02893672641122,2,0
6,12,7,2,1970.7571520887552,284.4005184943363,5,1
16,9,10,8,4399.742832196225,547.3860183819303,7,1
19,13,9,8,4899.2177838897305,10.946296040849614,3,1
8,10,3,8,2473.909761949581,470.59085338986876,3,0
16,12,14,1,1959.296867473652,39.228436310219216,4,1
19,10,15,1,2364.970263496729,289.5421583554551,5,1
21,8,2,4,4265.156361202338,384.5343356787185,6,1
21,1,14,6,3230.8874433356564,413.62176391406655,5,1
7,13,16,8,233.4141388652944,39.79516185146727,6,1
16,8,7,2,2715.427853124117,254.0691523434611,8,1
6,9,4,3,96.32761247743937,352.38316999888315,3,0
0,6,18,6,3894.891501306993,44.29709469707412,9,1
12,10,5,4,1648.278244976894,85.38126117420931,0,0
22,5,6,2,2365.317335765473,399.8711487549029,8,1
18,6,7,7,3995.403748479084,315.3747269714378,6,0
23,13,15,4,241.77959825595016,101.28805345463287,3,1
18,6,1,8,801.1222626021361,323.4674054642664,9,1
16,9,4,8,1995.822278461123,548.0519621994274,7,1
12,4,1,7,1157.3265660923473,14.274612941341537,6,1
15,2,11,9,1696.128114617565,387.36709522408347,1,0
7,11,18,4,4990.891942083401,48.82200859017845,0,0
18,11,14,7,4128.818043493316,8.837418563997003,8,1
17,9,11,1,4420.670056650942,94.63942075307712,6,1
0,2,10,4,4685.902621493219,256.629445953082,9,1
13,10,17,2,1711.2700427678362,482.394679394262,0,0
18,9,4,9,1492.4140194043987,172.6623704797124,3,0
14,2,15,5,1177.9718379346536,377.27556137131137,4,1
17,12,16,3,4152.283387427532,249.63819958340747,4,1
1,8,13,4,3400.963792803073,144.42741621977473,4,1
21,9,9,6,1188.4981925895577,310.9770329983009,2,0
16,12,11,1,1891.1992077601699,479.4913717717108,4,1
17,10,11,7,2538.4917020246635,500.3329601834058,3,0
5,9,6,8,2645.4188857960307,508.67912146695585,4,1
18,10,1,7,4444.7513654730565,206.44189847021275,6,1
3,9,6,7,1909.0250034066094,477.10635850587306,4,1
0,2,13,9,4543.534912197557,131.24618078980018,7,0
7,4,5,4,2212.4241259957503,444.36293523951554,7,1
22,7,15,7,3734.3996472138456,569.2887336322069,2,0
6,12,18,9,4651.969056725429,13.177581641119529,4,0
2,2,14,5,4538.802762776699,267.0165390513848,3,1
9,1,15,2,294.194807805449,390.42373810633273,4,1
9,3,5,5,1036.4644319330835,422.5565834400941,7,1
18,12,4,4,2389.758073406053,109.77221617017531,3,0
13,4,2,8,2163.4559068660055,583.4490487669627,4,1
1,8,7,5,3208.0494075376632,371.0828939427289,6,1
0,6,10,9,4724.098163618807,102.78265773081932,2,1
22,11,16,9,570.8995092769646,17.2108944689466,5,1
22,2,10,3,2264.7747390198597,471.0421982799167,8,1
17,9,18,6,970.1310790568252,52.42431997004815,3,0
6,14,17,6,4471.596916005758,88.92529803679074,3,1
7,2,13,4,4823.255127150248,347.0238659791359,5,1
0,13,1,3,2398.7213926328473,364.08577455252373,5,1
22,12,1,1,529.0113856634223,413.6978355624771,2,0
2,5,15,7,3928.620386946139,239.14083753485434,0,1
23,12,1,5,3488.7353389570712,465.46970803525966,2,0
22,4,6,7,1779.8074247854493,584.7433667714538,7,1
7,13,13,1,4438.163295105128,166.3014911325304,7,1
21,7,1,8,4879.401130015709,423.3020268400778,5,1
14,8,5,3,2793.690707159675,557.4388481751183,6,1
4,5,9,7,2832.9822776080186,413.3406237571404,1,0
2,10,17,3,1494.5923905177515,410.2601516933344,8,1
18,14,16,3,2926.685119556738,138.14467860569792,2,1
0,14,8,9,2203.8151794189844,323.4024691902173,1,1
14,5,17,2,1517.933224370979,339.7010919447252,4,1
7,2,15,4,345.25413065426756,421.57708966129195,0,0
1,8,1,6,1271.0122199485334,598.1087626882287,4,1
2,14,12,3,997.2947018915454,25.01807441353844,9,1
23,2,5,7,2714.789502924205,43.81343345415467,3,0
13,10,6,7,3012.3334086003333,51.38029131139666,5,1
23,12,1,5,3046.7729042870224,447.0725850209293,4,1
13,6,1,3,1947.0231952179388,86.13050809090072,8,1
10,8,10,2,2111.936371090625,375.3588653217554,4,1
15,6,10,4,4172.849763906794,198.17798234660776,7,1
3,4,3,4,2386.4017394506404,277.105373945373,1,0
19,13,17,8,4938.98892736424,133.31958009136127,2,1
4,4,19,8,2203.689977744236,520.3334039762026,2,0
21,6,11,5,3251.4089136430166,353.7594428770007,2,0
20,14,18,6,261.31136497704506,567.0151418314404,5,1
13,13,2,8,3270.1662228498662,346.8847685740761,6,1
22,4,9,1,4258.617708130881,78.72527820518326,6,1
15,8,17,5,4712.8646142811485,106.6679081338929,6,1
17,9,14,4,4986.629852082455,593.4990159388691,2,0
6,1,4,4,1418.0714417896731,436.71129241186634,0,0
9,13,17,2,2881.0966234803273,34.32085626730834,5,1
6,4,17,1,2259.0827478054152,423.7496979956255,2,0
0,4,12,6,2823.4492280701033,250.24296285171891,2,0
22,2,18,7,795.6902563773348,187.78899015979835,2,0
20,6,3,5,4282.186367253748,96.6661722696679,8,1
18,3,11,8,4548.749027289492,504.74285296115653,3,0
15,7,18,9,2253.8116989334835,42.98562049851491,4,1
18,13,4,2,1409.3450092521484,177.45210011588597,2,1
3,11,17,4,712.7588039885314,187.2978218262941,9,1
17,11,18,9,3421.986475641244,100.73864395828271,0,0
1,5,5,5,1568.0368797074686,307.37000555568784,3,0
0,4,14,3,4548.597463867809,11.963062952481112,0,1
14,5,10,6,3358.3522494759013,184.08043166919342,6,1
4,8,15,3,3231.9697726194613,560.5095191996732,6,1
19,3,1,5,2801.416558332222,189.7650937584934,3,0
10,14,16,3,238.4239337493408,219.4733353285172,4,1
9,7,11,6,4660.292954071079,286.5332036992726,9,1
1,14,6,5,3143.4080915643053,339.20755803662746,6,1
2,6,16,9,4970.369297081721,486.1816436683427,5,1
22,12,2,3,2691.4084598167065,118.24112777783049,3,0
22,1,1,6,3553.4533506120033,523.6890944295716,3,0
11,13,9,8,290.48569375244864,455.7418675006142,1,1
19,7,12,7,3162.3635223488204,434.9769491236254,9,1
4,14,17,6,3825.601561835883,56.648721360207965,1,1
4,13,15,2,3894.786331314261,17.876210534877885,3,1
5,7,19,7,3852.8571446291244,358.43755704030997,4,1
8,14,10,8,1139.1503101954015,518.5647077012809,3,1
1,12,12,1,4877.238403250078,352.7426711636784,2,1
20,1,14,9,4975.958781918444,131.87474494009086,1,0
11,9,9,4,387.2234170563903,58.85933927978187,3,0
2,6,13,8,4682.867649830669,421.2598894265523,4,0
19,12,3,7,1454.351479578803,434.4533150040967,0,0
21,2,14,7,3449.5275679373144,107.65636190882965,0,0
11,5,10,2,1697.1734944732993,21.773237720439084,5,0
23,13,16,1,4839.094073631876,247.9286903678022,4,1
16,11,7,4,516.504252934642,351.7176277691482,3,0
9,4,4,2,2493.7566166123165,425.07143369247876,0,0
23,7,11,8,2145.9584817909526,486.91728044597716,6,1
13,8,16,7,1636.8570268671447,368.26976924750574,3,0
22,11,4,8,3231.2146144919416,70.97396211609859,2,0
16,14,17,6,663.9681596741208,411.1360949247368,6,1
17,11,13,1,3586.1454664871476,590.5851025224548,1,0
18,1,11,9,4903.154697785889,543.8228278354553,9,1
16,5,3,6,4024.7479851984644,523.64300101536,0,0
13,3,9,1,4301.483597018631,184.7912412482128,3,0
8,1,6,1,1804.5873484632225,451.71896499013036,7,1
7,12,11,8,1631.1841663412813,511.4065503492616,5,1
1,3,16,6,2590.071289903765,408.6040917556016,8,1
12,14,19,8,238.17580766374073,154.0842451579484,0,1
6,6,5,8,4727.337090938097,572.5312132656002,0,1
8,14,14,8,727.4880133507991,273.23754981791217,4,1
21,7,17,7,4516.035065448781,82.23430740619824,5,1
21,8,3,7,427.07528778177493,70.31784755914823,7,1
10,13,4,4,4114.898389116015,390.2737974429322,2,1
13,11,16,9,768.2930041322935,265.4372396179598,5,1
3,4,16,2,200.27675431644877,61.21790573148335,2,0
12,3,4,9,3600.2523567944495,445.5169204328763,7,1
1,5,19,3,1408.5238478703973,480.59847451887873,3,0
22,9,17,2,3575.335802393904,436.62230031793854,1,0
4,13,13,4,2779.8753998593706,125.34522222198768,8,1
10,6,1,5,552.9488772480272,415.4163963176613,9,1
5,9,12,2,4661.329065772807,11.380067722159133,7,1
17,6,4,1,2267.0477320697532,186.54172310865349,5,1
20,2,11,5,3674.891916215453,242.29881118748852,2,0
9,13,5,9,2510.0926543579694,501.97193458687343,1,1
3,5,2,5,3025.7637600564117,237.28465197629555,3,0
8,12,17,9,1520.8402258598953,11.705320482691983,3,0
5,11,8,6,1009.7979169772169,214.6461150376656,0,0
1,9,6,3,2717.4253150062586,301.85983852377586,8,1
16,8,9,4,2206.6926751253,569.6578480703002,9,1
4,7,13,4,1956.6649350353264,564.9154107547791,7,1
5,1,11,1,3366.110303522169,112.62005274173988,6,1
11,4,16,3,3455.628093735568,115.16219233497367,5,1
22,12,16,3,239.14107989540256,102.21196659640754,2,0
20,7,2,1,1700.335026275924,474.4085497863914,3,0
9,11,10,9,2064.705105629623,8.583114019201789,1,1
21,7,12,1,493.4918842091988,80.67043292416702,6,1
20,6,8,9,1187.1453248244588,325.0859808282389,1,0
5,8,11,1,267.6925681415556,152.2994297976255,9,1
7,11,10,2,4981.248072098933,59.95209265236094,0,0
1,13,13,2,3685.420442819524,219.12741733863143,5,1
11,6,17,6,446.3762809487408,168.15352501084564,3,0
12,10,7,7,111.04440515255965,309.1070623759993,7,1
20,3,3,1,3599.2461227598783,587.6439883289665,0,0
6,4,13,3,2201.568906756508,78.96125890487647,8,1
9,14,19,2,3936.1155782322344,226.77238937628613,5,0
12,3,7,8,4618.145428713735,559.5310856341224,1,0
16,1,9,9,3000.508941191699,526.7394608788244,7,1
20,10,19,2,943.6710303570927,239.59126569664696,4,1
13,5,13,2,3913.148239871798,420.8771923892432,4,1
1,1,8,9,4779.500598440129,57.274923080900614,4,1
21,1,18,4,2905.3541224291803,428.961928048451,6,1
10,2,2,5,3413.16726193086,583.8503490434211,6,1
0,13,18,9,1693.9987282329985,324.805450936344,9,1
18,4,18,6,1913.823196354953,301.6016850854765,6,1
20,6,11,9,3675.9259442867888,116.45457872263664,9,1
3,8,1,9,4639.577781050028,382.10397834983866,1,1
18,13,14,7,3148.6520522495175,356.31018206345436,7,0
20,3,16,9,3951.341063341884,392.90017038807156,0,0
10,1,11,5,866.4587369027114,20.519555577409484,1,0
7,3,1,5,1067.675860387288,331.4904755676988,6,1
10,12,7,8,2664.853087298616,358.98623188093694,3,0
3,3,16,4,891.0054192917742,128.4804305706173,9,1
16,5,14,9,3178.625400402409,128.95805020567894,9,1
6,11,15,7,1465.3493951195478,169.34981026401513,8,1
7,12,14,7,3959.747767147791,428.47434707770634,8,1
2,12,11,3,4042.470629605574,365.72830780176116,2,1
21,4,16,4,2324.2994042192117,508.22877444009373,2,0
1,13,19,7,912.2450688378001,180.9168502466434,8,1
22,4,17,5,3237.4070557988434,547.6804956335494,9,1
14,9,6,3,4964.007221135296,447.5051663800982,7,1
23,7,11,1,3116.7285807331914,240.0319436581497,0,0
21,4,17,7,188.51570666289916,61.68092904714627,5,1
21,3,9,6,96.29693907774208,157.90527918005208,6,1
4,6,18,7,1608.6062327566078,574.2770892428359,7,1
23,3,17,2,986.9611962334203,189.66620865102723,1,0
0,6,12,4,4067.1255236451075,201.29107128869336,0,1
3,11,5,2,4225.580278509642,117.80541400314162,3,0
14,13,11,8,1300.507668839276,485.0761076775654,0,1
19,11,4,7,1634.9674369799645,169.00831699415502,1,0
18,13,4,1,1188.872368898422,201.5036577794691,2,1
2,13,3,2,4542.828911382608,251.53712451681784,3,1
19,12,17,2,2518.2201797651883,263.06832646589277,5,1
10,9,7,4,3284.1238499692795,249.74777029693792,7,1
16,6,4,3,2083.2556126310205,304.7274987479635,8,1
12,12,13,1,3158.7608255876103,489.63516337176,3,0
10,4,12,2,1935.418329841463,492.4745992415031,0,0
1,5,1,9,1704.995404268835,479.9963145891914,4,1
8,13,19,1,3176.0555651356663,65.16927927431007,4,1
1,6,18,9,2959.3997694644563,480.8088879485144,8,1
20,11,11,7,1474.7044912980687,76.5498052245132,5,1
8,3,3,2,755.2487670941723,79.2106431810935,4,1
8,8,17,2,1849.1977022523067,568.9783491228017,9,1
7,4,12,5,2081.836219318127,492.5417175997971,9,1
16,8,10,5,3147.1348237887782,333.68422778646516,4,1
0,10,8,4,4573.49853054795,525.607271664328,7,1
10,10,15,3,190.56213968929646,593.6719623183584,0,0
7,3,5,4,1225.8684525838062,368.33202964590765,4,1
9,10,4,4,976.6425519750061,369.6745700040032,0,0
6,7,19,2,2516.4490993819804,453.88408235015714,6,1
2,11,4,5,2154.2070271453676,143.122676657373,6,1
2,13,15,5,3647.8977428627404,104.43929260368562,9,1
17,12,17,5,1219.6554035988706,456.95054625896813,7,1
4,9,12,1,2976.5468450912954,210.21835302149088,6,1
11,4,3,6,4420.447745363797,85.36686200203073,8,1
11,8,10,2,4554.28192219234,192.3522469210611,7,0
18,3,15,7,4794.335177577906,218.38893638537235,7,1
5,7,10,4,3868.573148879143,579.3104574058859,2,0
1,3,18,5,4530.879652231986,420.28602809731433,9,1
11,12,1,5,1180.3090512065185,320.8595088528417,3,0
18,7,3,5,995.9289123088803,581.4795175161499,3,0
4,14,12,2,42.37553806482701,542.3681455821375,0,1
11,11,1,5,3537.153343571201,309.64050968542506,5,1
16,10,3,3,4687.961267190584,543.8793830493036,1,0
16,10,3,4,942.8073717579653,245.56127154728068,8,1
9,11,5,2,3188.3484413801257,142.10029588719166,0,0
22,11,19,4,3734.83419851667,143.44351520914066,0,0
16,6,1,9,4638.795033388802,399.0777370430654,9,1
14,2,4,8,3237.832517845936,303.1368408208299,5,1
11,11,4,3,4851.7657264162735,397.0757539682408,0,0
15,3,17,1,1729.9189736526132,413.21519873599107,2,0
23,6,14,1,1756.143383519324,18.28210937414198,9,1
18,14,18,6,2719.6324249715844,37.153557447001894,1,1
7,4,1,3,1923.6743867683765,321.9432473217937,8,1
20,6,16,4,17.114384154787793,118.66610926724576,4,1
16,1,3,1,3661.542405184067,381.35759243864163,5,1
22,10,9,8,3761.0680369776323,333.5505148065356,1,0
4,12,4,1,3737.4032773869844,353.5274132306803,7,1
21,1,5,5,1731.6531263862282,184.96095099945134,5,1
15,3,11,6,2616.224471822748,385.7068862353485,7,1
5,8,9,2,1806.2678557015806,498.5481187085887,7,1
7,8,3,7,90.0216361529224,598.8523958873811,0,0
17,11,6,7,2816.6202169443795,503.8744097724675,6,1
11,4,11,1,627.5657237592151,336.7117620095687,1,1
14,6,9,4,409.4062072162886,120.09060704957415,7,1
8,8,15,4,3779.940352796968,410.46029629129345,1,0
12,7,3,5,57.43595006634707,562.904002406997,3,0
14,11,1,1,4795.452133607543,131.06059114071994,1,0
9,7,19,1,2581.1242669217586,157.31739421331338,6,1
15,13,14,7,4915.2519892236805,93.66008332993243,4,1
6,4,17,9,299.40788663881506,443.349377957709,8,1
16,9,14,1,2921.812448840907,246.90409453707727,4,1
22,12,17,2,1753.1419095197969,42.30390513739852,7,1
20,10,14,6,4218.977639143286,525.5952449367168,1,0
21,6,12,6,1812.5014488190884,336.8147832980272,2,0
6,14,16,2,1309.833019496172,202.0011037402117,5,1
13,12,1,9,4289.190104228567,209.66987075635268,6,1
14,11,13,4,1879.5189273497724,177.69947601358953,9,1
20,3,6,7,93.99826610420173,276.01070257362187,7,1
6,5,17,6,1957.5426131882755,205.53980465044626,2,0
8,5,12,3,3276.0661223646002,331.0280509220126,6,1
18,14,19,8,1279.2540986438455,465.24276510142005,7,1
15,5,6,7,2165.618086201535,406.30446364940224,9,1
7,8,7,9,293.00854002830533,180.2018511886997,5,1
17,9,1,3,2944.5830296546465,319.60090186616867,3,0
22,13,1,1,3783.911670063365,504.87506514778926,5,1
17,9,5,2,2072.4296813915403,45.582709671921656,8,1
19,13,6,1,2106.9608376792858,51.58687385720833,2,1
6,6,16,5,450.52966793873304,335.9211904896033,1,0
2,6,16,2,1017.684913914793,385.27350139193294,4,1
17,9,14,3,781.8297626082842,130.79074438666294,6,1
9,4,1,8,2413.621965621074,448.40597538145323,2,0
6,6,13,5,2650.985149344243,389.5267093392328,4,1
16,4,10,4,4745.211255108457,554.3571146005904,3,0
13,11,10,5,375.4252063433972,105.52775010582934,6,1
23,1,9,6,3003.3411860436854,452.06768788801634,1,0
2,7,13,7,2637.227651367924,54.76763889704388,6,1
11,14,3,9,2586.0031586997875,341.348983663149,1,1
12,10,18,1,4367.064844040304,333.37760800199175,2,0
1,11,2,4,1035.6369687704776,236.08910156481068,4,1
2,12,17,9,213.45863896344358,507.5198328627975,6,1
4,6,19,5,3364.6348230946205,7.600533647677279,5,1
10,9,13,8,1732.335746038541,314.50674412961985,6,1
7,7,13,1,97.77368190049772,134.2063621519365,5,1
22,13,1,4,1264.3562963791649,447.38167837427756,0,1
22,7,2,9,1553.5406033418913,30.625118652127814,4,1
11,2,1,1,3088.023500153368,499.7750394680387,0,1
6,12,5,1,871.2031123058678,503.66487489063616,6,1
14,11,3,4,2071.1411962874563,500.5552773800842,3,0
23,9,7,3,2417.552467644984,95.77827340593856,4,1
16,10,13,7,2301.5945829068137,380.09187854382174,0,0
3,9,18,3,4869.964425667241,13.548578714116815,7,1
21,6,7,1,237.06614657357758,509.5377418170739,3,0
12,13,1,2,4755.331250397473,435.1702401376292,2,1
17,3,5,4,2913.8666978302263,321.03646988505534,0,0
0,1,17,1,3980.681297699493,439.7019026924872,3,1
15,4,8,1,2157.6591639002163,61.12283750780447,2,0
12,14,15,8,2274.6510274723323,319.5502201452295,7,1
9,14,4,7,4397.83923008896,178.30951263078504,8,1
11,3,2,8,4480.713136496592,583.708580617669,4,1
1,14,5,4,1201.0575183421752,514.9851806212215,8,1
22,12,1,6,1004.2169741372446,441.29903902121623,0,0
2,1,5,3,2486.213517611056,560.5798429735905,6,1
9,3,6,8,4502.382365367182,211.37176621645688,6,1
1,14,2,4,1618.5519160968197,541.0235398979678,5,1
22,14,1,3,3263.552930542265,198.51674810349263,3,0
12,4,4,4,3543.6769218255995,441.01404821623606,8,1
12,13,7,6,3895.5865778218376,443.1680625069872,2,1
17,13,1,7,2823.9830450256068,15.918176490185616,0,1
2,14,1,7,2018.2513396120582,219.83052047552613,1,1
6,8,8,4,4835.409784106875,16.56244008305624,2,0
13,9,16,8,3060.540458981235,598.2697504780979,1,0
19,3,13,7,3645.5404060500214,77.70707328839661,5,1
16,6,18,2,1731.464400022433,327.97248291062505,6,0
20,10,10,8,3353.04641320537,475.3809620637692,4,1
11,11,12,9,1296.4103341989883,124.75184334523101,4,1
15,5,1,5,1233.0336184678945,293.6063375168062,6,1
23,6,10,4,3576.4637870290376,366.42011274808476,5,1
11,4,9,4,2611.759733952046,100.3218288653495,7,1
14,10,3,4,3419.550286007725,468.2404986473654,8,1
9,6,19,6,1354.4980688329774,183.10519202767236,1,0
6,7,9,4,2997.6294718730846,130.55873042161,1,0
19,9,10,7,2225.2289120185314,337.18180413026306,0,0
4,10,19,7,2988.8318313591844,249.13660844754804,6,1
0,7,16,5,1461.4898638986547,552.5701370586686,3,0
16,6,18,5,3580.100308609128,528.6373054279017,8,1
2,1,14,8,4031.587537135733,292.59364471638554,5,1
12,2,3,7,1306.983204550041,218.76194596173056,6,1
13,1,2,7,1510.096593679654,198.6831990706028,6,1
23,9,1,6,3309.159805898274,164.2003557334969,7,1
17,10,18,7,3480.970019774685,329.00597295892396,3,0
3,10,9,7,3523.457425143276,483.9622698170534,2,1
17,9,13,2,3416.6655388314257,189.90018188111688,2,0
4,7,2,2,1970.1105075931687,118.10598336440849,9,1
15,13,7,7,1980.319835274355,287.91286467905564,7,1
0,2,16,7,1281.5399419854634,46.07547799461159,2,0
20,6,19,7,792.6001624828513,422.2610086471756,7,0
13,11,15,5,3465.961123190559,313.4231684496505,1,0
14,4,11,1,475.01204200184105,300.3430107438482,4,1
8,1,1,2,4689.58351106604,183.76500083226338,4,1
14,1,7,9,4135.164655320542,543.2806953313833,6,1
16,12,8,8,4288.9536423867075,58.839343650483855,4,1
23,5,10,8,4534.277384929799,522.5452852877837,8,1
3,12,5,1,2048.938803908968,229.139595437474,2,0
11,2,9,6,4235.036609518501,528.9709920051383,8,1
4,4,1,9,798.7258884553302,438.61306770776827,0,0
4,1,2,8,117.99255509509602,66.98158236391279,2,0
10,4,19,3,3926.6080593726124,499.76409047306544,3,0
5,11,14,4,383.2352735047271,410.8952160512055,5,1
6,6,10,3,4942.738089956349,24.21963818463233,9,1
23,10,9,6,3377.234183711764,84.55309585525363,7,1
13,4,10,9,3769.714054108106,383.1986932222386,6,1
23,1,6,8,1236.561242826551,399.2472992137695,7,1
10,7,17,4,3372.588315659244,449.25760253836904,5,1
12,14,6,2,225.66748690223648,433.5460134611142,5,1
1,2,4,8,4190.750342418768,397.4143730286232,5,1
6,9,3,8,856.4242242275465,460.9121465391214,2,0
19,13,19,6,3489.816753500515,347.17599500596185,9,1
3,3,18,8,1130.1577011513143,160.17087438705067,3,0
7,8,4,9,351.5813154359533,547.8640851697774,5,1
19,13,8,1,2412.6534559614774,15.83734840452687,6,0
21,8,17,9,854.7381892612193,223.10422332353667,2,0
20,3,5,2,3649.9255017494834,438.67782439281217,3,0
18,4,13,1,1195.4535584835894,259.1578444840562,5,0
12,2,1,8,1718.938055616786,19.776472450608516,0,0
13,4,13,8,2841.52186380972,44.25863735414684,6,1
9,11,4,4,1431.9917051107848,390.93923463728174,0,0
10,11,14,8,1896.1606998877087,579.0944366461533,9,1
1,11,3,7,4079.9526374915295,333.3588633215269,8,1
8,14,5,2,904.2571493095182,306.5209017241426,9,1
16,9,7,5,420.1859315148491,194.40350176847903,8,1
2,2,1,4,1648.505347813766,157.73095095030757,8,1
23,12,12,3,2127.640067399252,17.486064144989406,3,0
5,12,11,1,2717.8698178614727,167.40814624608035,1,0
4,13,8,5,1868.3942439132852,272.2207123148252,6,1
4,3,6,8,3951.6593841117974,122.78012091412535,3,1
21,11,2,9,206.20424346568157,56.972053146450385,4,1
14,11,19,7,2164.520015610804,432.04808101648854,0,0
22,4,14,1,1917.457014135459,537.2990600955,9,1
16,5,1,1,3241.4166691262267,562.3793814638159,5,1
8,1,10,1,4831.718496968006,372.70924345570864,6,1
2,7,16,2,2556.7732790780224,36.40087664657267,2,0
19,14,4,1,4934.515466239185,445.8132648272552,9,1
16,10,11,4,1518.2244806168553,70.50670663082239,1,0
9,7,16,9,164.03198138688046,403.50013002425527,9,1
2,9,1,4,836.6592057072996,468.7226722699861,6,1
17,4,16,4,1981.6731750250908,436.8895029417513,0,0
17,14,19,7,1588.5062068508755,571.3708644278727,1,1
16,14,9,9,494.3001136070546,444.1970392580969,2,1
23,6,9,7,2168.973937376677,417.4598178991761,3,0
2,11,9,1,1697.1977005812182,160.73718744894592,4,1
2,2,17,1,621.8699100826178,555.2373684293615,3,0
5,12,12,4,1487.6244817534255,111.8286031225293,9,1
12,12,13,4,4433.315916223399,543.4134838265102,2,0
23,14,8,1,1517.2238387918076,191.03421329081667,0,0
14,4,16,6,3572.637561977838,82.4473383572129,6,1
8,2,18,2,3064.1149274922004,496.87640122634656,9,1
3,10,1,5,2141.634000417775,6.484794892493341,5,1
13,5,1,8,1202.737927650309,500.0925490200943,1,0
4,7,12,3,1851.3833497362677,161.07554601735566,1,0
1,13,6,9,2964.6149952205033,531.4091572895946,2,1
10,1,9,7,1760.2585415992812,416.43011343373956,7,1
8,10,5,9,1082.3332035354167,401.3790830461011,7,1
23,10,16,1,591.1491169692442,222.3651400830818,9,1
2,7,18,5,4400.037020168731,40.34476946500873,9,1
8,10,17,3,2207.161749002009,498.8934934323185,9,1
2,13,18,4,3129.789525497221,106.68775813003415,9,1
1,6,1,4,2457.1477020726584,226.49389192737758,7,1
11,6,19,7,4364.106926606238,362.21103787790366,6,1
9,12,8,8,2739.204913716572,291.9409744435699,1,0
8,8,3,5,2409.0992755660754,123.20307792693424,0,0
14,8,5,7,4623.758942204346,88.66673234495893,5,0
7,6,8,3,3601.251084266319,78.33153198892292,7,1
4,3,19,3,566.6340376608181,518.4896894920246,0,0
10,5,18,3,896.745261372102,23.777931691493507,2,0
1,2,18,4,3937.743086067815,586.3234844619371,0,1
23,14,1,6,4180.898092687972,123.12457077932139,9,1
14,5,15,5,2730.5022371605796,70.64176664305148,8,1
5,14,18,8,2776.73158705453,348.2981345921931,6,1
7,9,7,5,3163.345484628708,52.59164497471449,7,1
4,10,16,5,2201.187713670371,363.45969158233896,8,1
15,1,16,2,3404.193626184681,511.1228536640998,2,0
17,10,15,5,551.3214752564143,33.499322773117775,9,1
5,5,6,7,4806.783419413258,480.92181969448376,1,0
4,12,9,2,3753.2725707366594,239.71407738436062,5,1
15,6,7,6,3159.5592780049446,99.89692712956995,4,1
12,14,14,7,1588.4470644773087,109.77740575913813,3,0
4,11,11,5,813.1678824090785,551.6649034980646,5,1
12,7,16,9,2052.621389506434,70.81042240469536,5,1
16,9,6,4,3311.2679354645516,520.735758333816,2,0
17,6,16,1,3172.2116196813236,328.8255494852507,1,0
7,5,16,8,1919.379363777202,28.238426395781254,8,1
12,12,12,8,3070.2991052273173,281.36330670181627,7,1
18,7,17,7,4070.6039948820626,491.3824611133989,3,0
2,13,5,8,141.16101396465925,437.09065864526474,5,1
23,1,13,2,2258.5990291720755,295.8255385224071,2,0
7,11,8,3,3795.190590049287,516.7296784192491,7,1
1,14,5,9,2735.260907612252,76.61703325923668,2,1
7,5,12,1,3260.8656787660593,546.4149267684595,1,0
12,2,9,8,2588.2151991006567,508.63251904759255,6,1
12,4,3,8,4959.453977964732,426.42471126605545,2,0
0,7,3,7,282.56146708030076,491.6432065666058,8,1
5,5,1,5,2460.3136606441626,328.5702265713863,2,0
23,12,18,4,466.1685800814433,406.7216453131118,7,0
18,6,12,6,807.3299549467164,338.55585207112847,1,0
15,2,9,1,1921.3613685871267,216.47997565222985,8,1
7,3,9,5,786.1450565874317,343.47217442990063,0,0
0,7,18,4,4818.798958123689,158.1918728564958,2,1
15,11,18,4,4734.480985858544,266.96610665026725,1,0
8,2,7,7,1687.187134640813,172.0613673198447,6,1
12,12,4,9,3202.341083068021,78.11823472952646,4,1
10,6,13,8,2673.4290697629926,196.50780455199416,7,1
12,5,17,8,4079.7790327736852,511.9323948199385,1,0
20,10,2,5,3140.9535929865415,231.74305853217191,7,1
9,1,14,6,11.259747907904899,450.0621711364771,6,1
3,12,3,2,3818.2401841925966,109.24272327170594,4,1
5,11,5,3,3736.7721252676292,257.52939970474677,1,0
6,10,14,5,2553.5163007767405,73.33936125443005,9,1
4,11,3,2,4515.565676432939,87.47953270365637,6,1
10,4,7,3,4543.146566395104,372.37464603459114,9,1
12,11,18,4,2624.319266754942,366.4516813821616,3,0
18,2,13,6,3043.8612736707228,131.956284876143,3,0
22,4,10,5,4982.645138904115,287.2818006018352,7,1
9,1,13,4,1501.1129717089734,518.667169351879,5,1
