login_hour,login_frequency,location_id,device_id,transaction_amount,time_spent,failed_attempts,is_vpn,request_rate,last_login_diff,os_type,browser_id,is_suspicious
22.0,14,60,5,91.56728861330643,400.52278146372294,0,0,7.6108483239700035,13.959668792766502,2,3,1
9.0,24,53,4,,285.34118962665826,0,0,10.83710701091547,4.258056941473234,1,2,0
11.0,29,99,13,227.13072216883646,70.90559392857989,2,1,3.833541642176856,5.020759855417236,0,3,1
13.0,4,74,9,230.11872322364246,140.02485694337852,2,0,6.124484094338956,21.83319898550875,0,1,0
13.0,6,92,14,193.1448001071591,412.92077749693993,0,1,11.473993368424496,26.698571702352055,0,4,0
1.0,29,15,16,227.004862754467,79.27708728714094,0,0,7.957936836024158,39.80432873647759,2,2,1
22.0,19,1,6,277.5163641520991,38.52708893087515,0,0,5.979170712095113,22.764499788454682,3,4,0
,27,22,10,225.67260133833636,58.55460161619681,0,0,10.601902925424493,17.15999558835077,1,2,0
4.0,29,91,13,112.5972813254295,147.67188046561517,0,0,8.886318678426843,87.04305404790976,3,4,1
5.0,24,93,3,502.9849690982356,201.10407865836376,1,0,11.62584626652809,78.17267987033964,3,3,0
12.0,4,15,11,295.02484556174176,102.88230615446004,1,0,11.247339549200476,159.60114636594048,1,1,0
,3,74,3,216.54204426475528,141.24224110817673,2,0,5.728163311304343,20.82716309542055,1,4,1
21.0,20,84,7,236.28898098266754,252.57050015725522,0,0,0.1223316945250558,32.93853622638253,0,5,0
14.0,6,22,10,263.4580188657797,136.41731479244456,0,0,14.073657218056276,23.954953118833203,1,3,0
13.0,27,50,1,251.7475128808699,363.1673016662865,0,0,8.058531905206541,37.71460439969983,0,4,1
23.0,23,48,4,126.47983305205464,104.1691304318984,0,0,14.872255670096111,55.07122403463778,1,4,0
6.0,7,73,8,70.21804451923845,188.6526720839993,0,0,1.3267949859562387,152.76519597037318,3,5,0
19.0,14,51,17,114.22739988787771,247.54994318224925,0,1,11.36876936262097,3.1368389246104007,1,4,0
1.0,12,96,5,12878.66954333452,-999.0,0,0,8.117739597184132,30.311645537687962,0,1,0
6.0,16,17,17,79.14420869050909,189.0449285766291,3,1,0.738299292264865,3.670539935358156,0,1,0
5.0,20,83,9,311.66845618330717,254.61352479770184,5,1,5.7539136452101785,60.39296105026033,2,3,0
16.0,8,91,8,280.20749717961496,83.1273154610053,0,0,14.921635298052886,58.74674384891876,1,2,0
1.0,23,51,7,439.45384704445627,217.41784475831707,0,0,12.984816596064652,72.91219329544684,3,3,1
2.0,2,37,5,332.3940062172385,206.52177707587214,0,0,14.527250161559023,22.52119875862765,2,4,1
4.0,13,98,4,137.28688160376902,,0,0,2.758629842908235,60.52036643276311,3,3,0
4.0,8,49,3,,,0,0,13.002390418104481,14.383416211836959,1,3,1
0.0,25,59,8,243.82820459375625,183.92640488283863,0,0,10.88975361942965,112.77945429234332,0,5,1
7.0,21,10,5,157.80301987664132,89.76371634340384,3,0,7.284614736460757,2.2675726826378755,3,3,0
11.0,20,30,5,218.37172117350056,28.809022941434574,2,0,10.088461899356522,159.45305878193724,1,1,0
23.0,16,85,17,123.96934280831385,133.0763601801129,2,0,10.182639522315398,1.682380068027015,2,5,0
3.0,4,21,15,79.17418421885978,350.85669091436193,0,0,1.580660055928468,56.71205798638566,1,2,0
12.0,29,34,8,171.26872343138717,156.67451703624383,0,0,12.816244758216287,17.255138359803897,0,4,1
22.0,16,73,7,183.42828112721213,107.73422056526049,0,0,14.44897334356119,16.578657123777923,0,3,0
14.0,20,98,17,220.52963094889958,131.02363417281532,0,0,13.318016178937036,16.084825401790724,3,4,0
10.0,6,50,12,86.95405905978653,103.81683026561076,0,0,14.434836518370643,85.41128034564287,3,2,0
9.0,27,76,4,230.5194585750983,140.82358668956465,1,0,10.790732852740279,6.855513024703832,0,3,1
2.0,4,47,18,95.71167255058043,93.01808474902214,0,0,0.29382983916348,27.404087836361676,3,4,0
21.0,16,85,4,569.010573887039,94.67873133029245,20,0,0.9947032451226204,84.40436644251287,3,5,1
13.0,23,84,10,208.67329892432593,281.88610446962446,2,0,13.607911122256862,156.289471375885,0,1,0
15.0,23,6,3,445.6200000195031,336.1874161080142,0,0,5.794187919987304,8.51808084568302,1,5,0
9.0,21,50,5,,70.2226272142616,1,0,6.796304876388976,22.061714327096276,2,5,0
9.0,13,63,12,166.03099411159437,130.64008791096703,0,0,12.824627123527918,103.59491467380606,1,2,0
11.0,5,12,5,117.22129658485574,,1,0,10.820307271283706,64.54918172884337,1,4,0
8.0,15,41,5,69.1066052977815,33.63415228351454,0,0,9.88071709248719,23.780689807159145,1,1,0
0.0,26,31,4,117.87240190354055,183.73251914618706,0,1,5.737079258466374,36.42293204781454,2,5,1
4.0,8,2,6,338.46956020804294,125.5338641021687,1,0,,1.3395647919491007,0,1,1
19.0,7,16,10,128.77100805631932,314.6652997300643,0,0,12.987687140417407,0.16664348000911317,3,4,0
7.0,14,1,6,96.78708250450335,57.03554703444004,0,0,7.4459341306055,111.86528784593392,2,2,0
10.0,7,4,1,422.7086029267613,217.74924104935417,5,0,8.972282952792426,14.701754304958634,2,4,0
11.0,22,47,16,340.93419411070744,116.1419601988085,0,0,,70.52720896894104,1,3,1
0.0,7,65,11,,385.1999114350399,0,0,,7.5213609791753635,2,1,0
21.0,23,52,6,474.31161791953895,278.0719079542223,1,0,1.801011663627696,80.60544959556398,3,3,0
19.0,26,47,18,,80.77809648412227,0,0,14.622960863231949,47.2699285665019,0,1,1
10.0,18,99,6,173.95747178085372,189.63190257495856,0,0,10.163605377611855,4.540963924720118,3,5,0
4.0,10,77,17,160.95721449110496,121.32907743615087,0,0,11.525198785824278,11.775471052247653,3,5,1
14.0,18,50,12,368.6678809374014,41.58825036406505,0,0,2.469502229319574,28.168171212758097,3,5,0
4.0,14,45,17,59.17936085222745,212.38836786915996,0,0,0.6148448720590463,63.54310139486836,1,1,0
11.0,10,42,18,49.69579351580191,170.38698586312327,0,0,10.754963150957085,127.46594259522746,1,1,1
4.0,7,95,10,265.8000440346067,108.97056711775694,10,0,14.978824721115355,4.406346887903254,1,5,1
16.0,26,84,12,627.5810589888509,95.8740736042282,0,0,10.775675367917412,80.55689956208562,1,5,1
16.0,7,56,4,,473.3677548356038,0,0,9.209856772772598,92.71579653909131,1,1,0
23.0,7,71,10,272.8512001938472,281.6971885460875,0,0,1.2797468164165438,37.61017408485347,2,1,0
11.0,5,57,5,272.9274899537277,231.79710493462656,0,0,,192.42253327062946,3,4,0
23.0,1,33,4,113.44349898054885,252.25472019279366,0,0,0.36613849455535574,75.19717256828665,3,1,0
14.0,14,28,16,244.46524451636944,179.05681896826468,0,0,6.095507518254125,103.29208373472983,1,1,0
14.0,18,44,5,322.78216261714465,271.73617909629615,0,0,5.394438050469784,31.571208267143653,0,3,0
5.0,13,56,19,239.4469888601214,40.92719215848188,0,0,5.257441261422414,44.850768599103574,1,3,0
11.0,25,44,6,69.0409081415156,247.77284767713536,0,0,0.8999362011159535,100.41879914468518,0,3,0
19.0,8,84,7,79.93930564289388,79.62112609964193,1,0,9.908306235145453,2.890293959548413,3,4,0
,8,96,10,207.6500099637316,34.686700724379136,0,0,13.766571227821144,52.06155543144769,0,1,0
13.0,10,73,7,114.97466032688705,204.29663008219822,0,1,4.390576718434506,32.11493886823268,2,4,0
1.0,17,34,14,224.83136655255842,326.4610929539558,2,0,1.4622175239586175,217.51585837429323,2,1,0
8.0,6,14,10,266.5823722823202,143.02621555261234,0,0,13.154058534019223,35.331466666358274,1,2,0
4.0,15,68,11,236.46047910613035,97.9003424276383,20,0,13.467510531922228,10.774396162620022,0,1,1
19.0,15,29,14,185.63857818814284,304.4473690108174,0,0,9.177597294269217,12.904217351001094,3,3,0
0.0,25,79,12,77.00060728842449,60.89353377482094,1,0,5.468624703484848,107.09272313663908,2,4,0
,16,17,4,184.5177264764197,151.34221576151268,0,1,7.912336365211899,5.549165742009619,0,2,0
2.0,8,83,13,221.1701042480679,59.947438070625964,0,0,11.39464136849326,16.44926507328571,1,5,1
5.0,19,9,3,305.6221454930909,305.44121824897036,0,0,3.9133469944956927,1.8399706750907843,3,1,0
4.0,20,27,13,171.4358550515451,312.1205007057543,0,0,11.473153537805894,76.8020028957422,0,4,1
20.0,15,49,19,73.10523525290532,148.89476484821748,0,0,4.592868741707952,120.7366636263105,3,2,0
4.0,3,79,15,198.76503513381536,103.3302994096018,0,0,6.101469982758184,7.613349447840091,0,2,0
0.0,6,37,19,203.98025960197626,221.91677238623492,0,0,4.029332668753798,46.19375283003739,0,5,0
16.0,25,28,4,55.3975295727729,289.2919414899952,1,1,3.5512040825206608,53.4005244638809,1,2,0
18.0,8,50,6,153.88062858621518,226.07400732390903,0,0,13.272506329333819,7.929988231388522,2,3,0
13.0,16,55,15,183.92293146767244,322.69952989047755,0,0,5.619446033616894,15.565381920404743,0,4,0
11.0,15,4,4,133.23221235095798,199.4019287999632,0,0,3.5778055126666137,52.3852976974279,3,5,0
9.0,13,85,6,,125.22968149037872,0,0,2.427258329760107,3.169780315412785,3,3,0
19.0,26,98,2,71.35665022337413,130.43322768820693,2,0,13.42111087868629,143.86272799200583,2,2,1
20.0,20,19,4,87.3227178338093,,0,0,12.794889426328464,55.07641069506445,0,2,0
,15,37,18,,,20,1,11.83372064044712,25.358026010095205,3,3,1
23.0,18,4,15,150.85016333915556,184.1144939628832,1,1,3.29143190497706,30.33669858412369,0,2,0
,13,37,12,,46.001759470727265,1,0,10.400457379041203,7.890867372515764,3,5,0
1.0,24,51,8,191.95160998548596,110.37944166890226,1,0,6.907561376876371,12.857751640903281,2,1,0
17.0,8,32,12,,150.08137617680578,0,1,5.340773703591262,125.76368765374069,0,3,0
6.0,14,45,9,,138.43412562513504,0,0,13.380230565864165,31.2854299989314,2,1,0
23.0,28,12,7,191.48842911020716,140.10638925892573,0,1,11.759592247693686,11.01333901190985,0,4,1
14.0,11,41,8,253.1364855332747,253.38409129090687,0,0,10.881571522257959,50.07205176462874,0,2,0
10.0,6,56,10,133.65156890922486,324.79229464653895,0,0,0.7934006303475656,20.06960475683142,0,5,0
17.0,24,80,11,26.62506511596052,131.81567161352245,0,0,6.749103722190129,91.36164582122122,1,4,0
,25,14,2,105.76012993981962,113.41823381759778,1,0,1.0145199380320624,72.51702811638374,1,1,0
11.0,29,54,4,100.53935354977146,87.80440329887874,0,0,11.806330083226879,20.220867516629113,0,1,1
5.0,1,63,9,66.98927677804276,231.9190960634134,0,0,1.8352086104104335,51.77358307309028,2,4,0
19.0,25,65,8,180.93671389460644,279.06999471952014,2,0,1.2180211286059852,12.523757696616068,0,4,0
22.0,2,58,5,175.19871086969474,187.52810872752207,0,0,11.259803158253083,16.854263963382106,0,1,0
,13,96,14,625.3585829333233,258.0478119312568,0,1,13.377581994039065,127.58777215671816,0,3,0
19.0,1,21,2,424.84694088552203,316.48221466372513,0,0,0.4586520146935952,6.239097597379764,0,3,0
15.0,24,4,17,130.7625551636213,176.81249681304425,0,1,6.368480150127985,8.899508395811921,1,4,0
17.0,24,73,8,211.97479000692212,83.53174590547462,0,0,9.072892257360657,26.480519912106672,1,3,0
9.0,27,46,2,138.43990030249873,134.083859238623,1,0,6.730682230399492,44.774756812934655,2,4,1
22.0,4,86,15,,122.90173063898395,0,0,11.427954354009652,13.479496257695601,3,2,0
7.0,24,12,2,151.4103947195534,272.18101531772436,0,0,0.18367751406739136,10.616108371822506,2,1,0
17.0,23,30,11,34.146665298033724,77.13380186533347,1,0,9.503103815486815,88.89120897637703,2,1,0
20.0,29,94,14,109.78515385325734,,0,0,7.190986471368021,55.30006024243328,2,5,1
0.0,2,96,10,130.3715757712567,,0,0,13.011662192282541,62.33568225684721,3,1,1
22.0,21,60,7,221.4694517743465,160.7070964491061,0,0,1.2966141080901534,209.8174102174109,2,1,1
7.0,26,71,14,201.69822333033912,90.11459759566397,0,0,2.496566996083739,32.95622467552927,3,5,1
5.0,20,81,13,66.16958077236029,164.8604525174837,0,0,1.831323767580181,12.046221710492837,2,4,1
4.0,16,65,2,251.67860341221626,184.34567548381023,0,0,4.544520994262179,46.968825676020515,1,4,0
,3,14,10,300.9769937028913,174.66154438270763,0,0,9.97536836444748,1.025335352994691,2,3,0
,17,44,1,237.0574232183598,134.63892087124646,0,0,2.235251214522452,35.04938558900733,3,5,0
14.0,5,26,1,276.1230158477818,237.76906918327273,1,1,5.407780768886711,59.89525923797308,2,2,0
1.0,26,91,3,282.618329609009,228.0251020853728,0,0,8.346299166552972,25.144274348357783,1,2,1
0.0,8,16,11,384.6964664338834,185.8203218940491,10,0,2.7942438795863267,25.188628118125585,1,1,1
22.0,12,7,19,239.3194201404704,259.2255137992187,2,0,12.809531973218501,6.277090772557925,1,5,0
22.0,25,32,9,310.62494462025694,44.3292119792031,0,0,1.4648818986934242,36.23438958548093,3,5,0
10.0,23,89,13,199.7672375104156,197.29756805743145,0,0,3.1101704924291185,21.500804516000017,3,4,1
9.0,12,95,4,282.2113032872937,142.34340409051302,2,1,13.592858976043251,75.98509424961469,0,1,0
17.0,27,16,6,124.32320315076471,177.86370119947753,0,0,9.986479619609984,11.481815151860381,3,2,1
17.0,1,78,2,202.97763586925728,98.83586363230513,0,0,9.927245328554951,34.06339935041601,2,2,0
16.0,1,89,9,199.5177236352765,319.1444716600603,0,0,,7.551303979400231,2,1,0
7.0,15,62,18,163.25462262037038,121.83541371257628,0,0,8.493477362694291,42.475698862661915,0,5,0
14.0,17,30,4,112.05325193013002,197.4007901262045,0,1,12.603745888162862,31.70873902525407,1,4,0
7.0,2,71,1,114.88812235759445,276.1442397789094,0,0,13.559805740348398,64.61313743079604,1,5,0
16.0,17,12,1,231.85035152961458,36.10393920027353,0,0,14.760014003332909,7.291526272198299,1,1,0
11.0,20,67,17,100.62836547953155,313.31003438649657,0,0,14.178531229099912,29.166545511778175,2,1,0
7.0,26,91,19,247.62642351658565,303.4919609436886,2,0,10.685516250988247,0.5420675296143276,3,3,1
13.0,9,46,3,239.24372471991612,265.97462756715674,0,0,2.2789813997844783,90.95936267325328,2,2,0
3.0,12,83,17,72.3114428822224,127.66249502177979,1,0,10.097790821165502,25.373632402430257,3,5,0
0.0,4,43,3,242.48962724614753,86.20409953391909,0,0,2.2308090740237736,66.45407480381655,3,5,0
0.0,13,55,4,136.52102734903002,201.8966145157283,0,0,4.227384873001605,22.040221499795965,0,1,0
18.0,4,45,13,233.24906206434622,324.3765626160127,0,0,,54.21000194812909,0,5,0
15.0,7,60,15,697.2697777121541,100.25418324481083,2,0,6.271017965688484,90.91585594275438,3,2,0
13.0,14,71,12,565.1957988784019,152.05132986741157,0,0,11.318803293325354,59.24281890308598,2,1,0
20.0,27,80,3,212.88727673228144,142.99256983032467,0,0,2.786991309518479,27.131283103387666,2,5,1
15.0,9,32,8,121.25872187089507,158.6206780004319,2,0,2.987825812113669,87.54660318524165,0,5,0
4.0,23,8,1,,206.83095858476239,0,0,9.776443566512075,40.60881518059983,0,5,0
8.0,1,77,18,44.42815560479987,300.0752623153688,2,0,4.170997380310281,31.94761593627993,1,2,0
1.0,1,62,13,162.3003055510791,80.84287148958784,0,0,6.503498470860069,116.50579300208366,1,2,0
17.0,20,75,7,337.9012263347789,116.03073231741489,0,0,,99.21130628817184,0,1,0
5.0,4,20,13,338.6089633591376,119.26020898208687,0,0,6.331689756609644,23.481391010400078,0,4,0
8.0,1,18,17,227.26783056331263,122.86387313770054,2,0,4.961672905106177,12.028729078550068,0,5,0
0.0,22,6,13,249.46047680685635,109.9709047595903,0,1,13.995582508142913,22.524046927067587,0,2,1
8.0,10,84,13,189.72974295486074,212.1625488818874,0,0,6.508682549478318,2.3590888714937526,0,4,0
15.0,2,96,11,97.72398307216177,234.30632683517922,2,0,14.221461820711138,28.370744073133906,1,3,0
12.0,27,29,14,311.16879269780634,148.7557855798778,0,1,6.629592221553676,7.036487516150002,1,5,1
8.0,21,4,10,238.329761842097,111.39614499384561,0,0,2.935436304438834,28.881200736497906,2,1,0
20.0,24,71,8,83.71459981658109,50.75605047170626,3,1,14.146107636720878,37.79984734491989,0,5,1
12.0,15,43,6,32.47366828347526,246.9441615645603,0,0,4.7974617847530165,50.96774851379571,1,4,0
8.0,3,84,19,140.97837791090464,76.85451840030048,0,0,6.628920465891283,22.95736488470752,3,4,0
10.0,25,34,19,236.9770552352431,175.47334456604256,0,0,3.5726164958198274,19.977466581672683,2,1,0
3.0,23,71,12,106.6033496623097,261.6075419426754,0,0,,8.283404598840605,2,4,1
1.0,9,33,7,235.68009719634406,274.5510466385732,0,0,13.109617773071045,23.5569320769267,2,4,1
5.0,17,15,18,131.41811988042426,183.8088416652012,0,0,1.4941746164888996,7.127911327235683,2,3,0
13.0,21,96,18,138.38642511058788,97.03192925922085,0,0,4.00892679998928,27.447895560623344,0,1,0
3.0,28,86,3,128.38969126601307,320.7283026658119,0,0,14.106787346952617,78.37107114221723,3,4,1
5.0,13,40,9,91.83043368977002,120.1408132749744,0,0,7.6102923504405915,71.1737661298161,1,3,0
18.0,3,93,6,68.23070716488283,281.5479791494594,0,0,13.829479158216852,81.38114076716165,1,4,0
5.0,4,89,1,125.90236902139357,178.00963496189144,0,0,9.750445900521608,86.03832822429379,0,2,0
1.0,4,5,10,332.7694786331257,323.986827290689,0,0,13.017721257116174,19.548390030842604,2,3,0
17.0,11,78,8,86.922391057367,100.62250511896805,0,0,10.330701420973508,172.63418685273044,2,2,0
12.0,28,50,17,136.83276135692824,,0,0,1.4228552430525143,50.007436089821056,1,3,1
,7,99,3,,111.85769355295007,20,0,10.892922890810897,4.496293798137614,2,2,1
22.0,26,66,3,147.57073624232845,175.6751740070965,0,1,5.978098579455534,31.89613336631339,3,2,1
18.0,11,89,3,505.18241506980127,96.66756146078455,0,0,1.358242066052921,130.63002641807614,0,4,0
12.0,24,54,7,84.2395579730303,137.65630230743486,2,1,12.434857737045073,5.681910829187663,0,3,0
10.0,11,80,11,275.0306832959887,304.5234426519488,1,0,14.422103509885666,38.30799083036355,3,1,0
0.0,10,46,18,497.387690242276,319.0043977151179,0,0,10.879605196737675,75.04674564028932,0,4,1
23.0,5,80,5,164.54238593102352,220.58753460178062,1,0,1.470301891900731,60.46666333797119,2,3,0
21.0,13,11,2,107.84538861611688,200.19249921485593,0,0,5.110655968086803,66.8544523762819,2,2,0
6.0,29,49,14,201.07416099603483,252.80102389809224,0,0,5.547095472326633,100.80599171515343,3,4,1
20.0,12,99,1,158.12868591851367,141.1344969753698,0,0,13.168649820158276,60.040890028453056,2,3,0
14.0,10,23,4,136.40977824110644,159.921730065294,0,0,8.977330479288222,11.778971250228734,0,2,0
0.0,7,55,14,127.99564982975394,246.83224075424872,0,0,3.006049691555251,26.08846573794445,3,1,0
,19,5,15,257.6683273486394,62.29159625507667,0,0,0.890459252745476,38.63460083309823,0,3,0
6.0,19,64,17,,56.5792315167644,0,0,6.960575421602717,164.28674292857022,0,5,0
14.0,19,35,3,76.64549126470631,287.09248291104973,0,0,8.50361417770564,50.22276347287343,3,5,0
20.0,12,93,4,294.4939431415141,126.1061393438139,0,0,11.229897567208678,82.26547227271321,3,3,0
18.0,20,69,18,200.77494022365798,56.249599189033944,0,1,11.51042823768159,21.968815593697748,3,1,0
0.0,22,54,1,233.43300763939376,339.64046214325214,0,0,,11.752897423397428,3,3,0
16.0,15,3,5,135.15219825558546,85.79811432818003,0,0,12.769583528593962,12.641690070135539,2,1,0
16.0,5,6,18,86.19982520309304,248.82797255139127,0,1,3.025495846732015,103.81685086749425,2,3,0
2.0,24,87,13,398.90896296780096,346.02518338156875,0,0,7.858070049397645,149.4289612728216,1,4,0
11.0,14,56,14,199.17727642169763,71.23561364688904,0,1,,36.00964822772605,1,4,0
5.0,12,2,3,283.88365180051164,120.43797515623928,0,0,1.4778823705350708,92.65801975947481,3,4,0
10.0,29,82,6,81.66932642969452,221.95531311448673,0,0,9.395225462453801,64.93174561595691,2,3,1
2.0,21,94,11,87.50484339315484,468.1707620556746,1,0,9.485281547156433,10.172440323333591,0,3,0
7.0,11,38,9,180.4144034056789,155.07953595561463,0,1,7.414374307994007,98.21650632513189,3,1,0
13.0,28,56,19,370.8303487423828,365.66557801794403,0,1,9.222953420270752,118.34849338381011,2,5,1
13.0,5,5,7,127.19573678966195,169.45574357880156,0,0,11.163615381117806,2.5682760585125046,2,1,0
9.0,16,46,10,,281.7771441107887,2,0,10.90529919298178,5.804567465576732,1,3,0
1.0,26,11,7,99.62453080949741,116.02721597406857,0,0,10.959678908029206,14.585474452509738,1,2,1
13.0,18,65,5,93.87037345834777,234.45427236719314,0,0,3.8204577068632783,7.565355131728536,1,5,0
8.0,12,10,4,101.7300083492655,130.14779432878709,0,0,10.858423385908253,33.30535734954235,2,2,0
2.0,27,41,17,27.455401979329306,164.26973736731608,0,0,,5.3791931842833245,2,5,1
20.0,27,44,5,117.8237473753718,173.008335457613,0,0,7.119690318332728,55.20327343814608,1,3,1
7.0,5,90,17,154.3129815926651,88.35095831645515,0,0,6.778340498260653,15.230577535084059,0,5,1
15.0,16,33,17,67.04074036497282,63.18734924298945,0,0,0.298614643004539,7.286596591354396,2,5,0
1.0,12,91,17,119.61086682561046,195.0336524268603,0,0,13.216349681738885,75.12023913332561,1,5,1
5.0,23,56,1,,217.79818801826076,1,0,8.215504923528231,29.261558462505416,2,4,0
20.0,2,12,2,82.0302743834774,25.97921053897626,2,0,8.119058795869268,5.253502783138395,3,3,0
11.0,29,2,19,302.257819178288,320.8702780403044,0,0,11.780299171703636,20.41422841996865,1,4,1
4.0,6,1,9,,167.7881152425299,0,0,7.749340533768845,6.520006786451086,2,1,0
1.0,23,65,15,99.85062625756473,299.3207144337565,0,1,6.606844841125087,4.554296663822322,1,3,0
15.0,21,33,19,25.85381030663436,148.4493892098898,0,0,0.5513853661364045,98.54925743233986,2,4,0
4.0,25,86,5,78.79358393913391,164.92740450176308,1,0,10.067565002701544,65.48070141368817,1,1,1
14.0,4,76,13,121.87722020494041,370.1471578081984,0,0,6.709284870373415,18.02916844140643,2,2,0
11.0,13,36,4,,216.0009387122381,0,0,14.12226678191993,128.29507584007706,2,1,0
3.0,10,21,13,322.80389782097,145.80169700113646,0,0,12.700878577388574,12.063377558548893,3,1,1
14.0,17,84,6,243.38254423973476,101.26985450575961,0,1,1.2120912576989633,19.447668009890407,0,3,0
10.0,14,36,12,32.26838153613883,207.42609341712716,0,0,,42.68772174538783,2,3,0
15.0,24,26,9,158.5167639701758,74.72323109582656,0,0,9.720058654424795,92.81659669814522,0,3,0
22.0,15,47,15,207.8504586104165,180.9802772822406,0,0,12.479033399543042,53.408403007116,0,2,0
5.0,8,95,15,319.63590403244086,193.73299310177524,0,0,14.676317603615148,6.672138376644863,2,1,0
13.0,23,1,17,25.958482160620278,116.56920025987732,0,0,7.1595654342213395,2.05415405589708,0,5,0
17.0,24,38,5,264.0092419823703,395.3961604711661,0,0,11.354735469429604,22.429731871713347,3,2,0
11.0,18,14,5,79.28118492979432,335.799350183667,0,0,12.60014760666008,183.98292535057297,3,4,0
10.0,3,90,5,78.36982959845224,96.90696774868574,0,0,9.399782586578917,69.2992478227147,2,1,0
12.0,25,46,14,172.21314454213314,93.58094360883963,0,0,2.5239937823086915,85.82931079010038,0,5,0
20.0,17,42,2,93.86153924955589,385.60869444522194,0,0,2.0414659338137717,66.54196376026651,2,5,0
22.0,24,7,9,,86.61763673304586,3,0,10.755121556646737,44.57238425909867,1,3,0
10.0,24,55,14,335.2768624765524,84.6034199909154,1,1,14.657858429842937,257.5843567804164,2,1,0
22.0,7,56,15,380.5288789633206,170.14396444612925,2,0,4.3723847780098986,40.07743220936233,2,5,0
15.0,13,76,4,237.09134621933663,181.92023004441415,0,0,13.3310347258772,34.85972114014459,0,1,0
14.0,27,63,6,179.30858664062063,218.811066150486,0,0,14.970375071652962,17.55267442524095,1,2,0
20.0,16,24,14,190.8273322828127,46.24731002740683,0,0,4.461422333761222,5.531178887984653,2,4,0
14.0,5,83,5,286.0394910186018,119.31845896708231,0,0,2.3037028093476275,0.5790389427203778,3,2,0
3.0,4,73,11,539.3153665133116,106.81501919235392,1,0,5.093191325768458,64.42542369982266,1,2,1
10.0,26,99,14,463.8362522077732,171.79698695856462,0,0,7.766151915855718,64.32991575214501,1,5,1
18.0,10,4,7,118.52592817559636,113.96546924617813,0,0,4.136521390880943,41.63781243769579,0,2,0
14.0,13,42,14,138.13452365220888,97.23894044372557,0,1,14.467137680553915,91.7557759840685,3,2,0
3.0,10,96,13,255.17839046716134,,0,1,2.1908435988519934,55.47818514850724,1,2,0
20.0,14,70,18,748.7162776463642,183.61313526779207,0,0,4.472313745744428,23.834631665070354,3,4,0
12.0,26,28,2,72.90245170633298,73.06232729562937,2,0,,123.19585855048618,0,4,1
21.0,22,92,9,143.94433425655356,267.34236664234663,1,0,8.231779140985557,2.657961870203625,1,1,0
18.0,12,40,11,98.04982086650426,79.57132833360562,0,0,9.693932350660214,42.623282378760884,0,2,0
1.0,27,51,11,389.8368533427592,155.4915169441729,0,0,0.7127438222080347,78.98806907829149,1,1,1
13.0,1,29,6,90.34165992905106,56.44273921251895,0,0,14.178044414251834,42.89643914652383,3,2,0
3.0,29,42,1,59.5252209191883,151.84525639490437,0,0,13.498495798561411,0.5947395344519413,1,5,1
15.0,21,69,5,115.13348019248913,359.86057787648554,0,0,14.911805717214104,23.538812254672933,0,1,0
20.0,20,5,14,108.71505085226833,244.398471767085,1,0,6.314356697508202,21.171815626184618,2,3,0
19.0,20,41,16,291.5580030270239,443.658039433814,0,1,0.12277015836759225,32.890904694933816,1,5,0
13.0,7,61,9,28.817126647450173,95.4149321347624,0,0,10.068674336548657,87.00318389861944,3,4,0
14.0,9,55,19,344.96331817552027,138.98610034490082,0,1,2.034404602013639,5.598936181914559,0,2,0
2.0,8,28,8,342.44776007710874,258.7999166586617,0,0,7.690102384642564,2.8227975514124726,0,3,0
7.0,27,41,8,82.42868727888303,56.021694780580496,0,0,1.4978009903464635,73.75103345682831,1,4,1
15.0,13,9,16,53.50844462923828,185.92540409009115,0,0,8.985312426136797,15.644689980791213,3,2,0
9.0,14,29,18,146.90785005927918,196.69244757645535,0,0,14.248991027641422,155.5250316798946,1,2,0
3.0,12,78,8,,559.2666612088201,0,0,7.234830491878306,40.39837255252648,2,2,0
17.0,8,38,9,265.0888025029791,387.077956194328,0,0,1.232324840833132,27.43640902571961,2,4,0
1.0,21,62,5,24.78689214623322,62.923095237735026,0,0,0.38749185605476144,20.362171505857372,2,1,0
16.0,22,54,2,,125.51121501191925,0,0,0.7297935832016116,142.38912177978878,1,3,0
12.0,18,52,14,131.87136925754774,188.9955601360802,0,0,1.6926674407740705,183.56667009702997,1,1,0
3.0,16,34,18,167.79665435720023,172.00669673720424,1,0,8.191771240939955,20.28366362958476,1,1,0
10.0,29,37,13,442.6473651000804,198.85044903513227,0,0,1.8709917430884224,171.43305685841847,1,1,1
6.0,11,49,12,117.5319191728067,,0,0,3.9333428563933244,40.867569008100844,0,1,0
11.0,16,42,15,300.03969709765596,283.6337369538885,1,0,4.628792273682682,22.24200684400172,3,4,0
9.0,14,14,15,122.79165476457482,268.9825948561265,0,1,0.7087401102896798,193.24795210870028,1,5,0
6.0,3,82,1,156.49016910403793,316.83842393843594,1,0,5.054237709510698,213.08692580875652,2,1,0
12.0,21,33,7,214.06544897200857,118.09392310921848,20,0,2.8631647177261383,130.80214088071844,0,3,1
6.0,2,98,13,199.86316058427104,23.733202442802504,0,0,1.6280317663760033,26.170157485320082,0,2,0
23.0,3,92,18,45.47853270853666,124.36722568644839,0,1,14.0433217483354,75.21655777967388,1,5,0
16.0,4,87,1,811.8293020117964,126.66116388944259,0,1,10.317962396280107,203.85500448075538,2,2,0
